"como separar meu lixo","https://mundoeducacao.uol.com.br/biologia/10-dicas-importantes-para-preservar-meio-ambiente.htm",0
"como diminuir o efeito estufa","https://educador.brasilescola.uol.com.br/estrategias-ensino/efeito-estufa.ht",0
"qual a importancia da reciclagem para o meio ambiente","http://sae-ourinhos.com.br/2020/09/19/a-importancia-da-reciclagem-e-os-beneficios-para-o-cidadao-e-o-meio-ambiente/",0
"o que e fauna","https://conhecimentocientifico.r7.com/fauna/",0
"o que e flora","https://conhecimentocientifico.r7.com/flora/",0
"como diminuir o impacto do lixo na natureza","https://escolakids.uol.com.br/amp/geografia/a-politica-dos-3rs.htm",0
"qual a importância da educação ambiental para as crianças","https://www.iberdrola.com/meio-ambiente/educacao-ambiental-para-criancas",0
"maneiras de economizar agua","https://blog.brkambiental.com.br/economia-de-agua/",0
"o que e poluiçao ambiental","https://www.todamateria.com.br/poluicao/",0
"quando e como os problemas ambientais começaram a se agravar","https://educacao.uol.com.br/disciplinas/geografia/poluicao-nas-cidades-problemas-ambientais-urbanos-aumentam-no-brasil.htm",0
"quais sao os tipos de poluiçao","https://blog.brkambiental.com.br/tipos-de-poluicao/",0
"quais sao os principais agentes poluidores da agua","https://www.brktransforma.com.br/canal/os-8-maiores-poluentes-da-agua/",0
"qual a importancia das florestas para o clima","https://agropos.com.br/importancia-das-florestas/",0
"o que e aquecimento global","https://brasilescola.uol.com.br/o-que-e/geografia/o-que-e-aquecimento-global.htm",0
"como plantar rosas","https://www.vivadecora.com.br/revista/como-plantar-rosas/",0
"como plantar girassol","https://www.petz.com.br/blog/dicas/como-plantar-girassol/",0
"como plantar laranja","https://www.petz.com.br/blog/plantas/como-plantar-laranja/",0
"como reciclar em casa","https://www.tuacasa.com.br/reciclagem-em-casa/",0
"dicas de como preservar o meio ambiente","https://videira.ifc.edu.br/zeco/2015/11/03/20-dicas-para-preservar-o-meio-ambiente/",0
"o que e a ecologia presente no Meio Ambiente","https://www.brasilcoleta.com.br/ecologia-preservacao-do-meio-ambiente",0
"quais os maiores problemas ambientais do mundo","https://www.dw.com/pt-br/os-cinco-maiores-problemas-ambientais-do-mundo-e-suas-soluções/a-36024985",0
"qual o maior vilao do meio ambiente","https://www12.senado.leg.br/noticias/materias/2016/04/19/sacola-plastica-e-uma-das-maiores-vilas-do-meio-ambiente",0
"e necessario lavar as embalagens que vao para coleta seletiva","https://beegreen.eco.br/por-que-e-importante-limpar-as-embalagens-antes-de-encaminha-las-para-reciclagem/",0
"quais sao os agentes que mais poluem o ar","https://www.google.com/amp/s/mundoeducacao.uol.com.br/amp/biologia/poluicao-ar.htm",0
"o que e coleta seletiva","https://www.google.com/amp/s/www.todamateria.com.br/coleta-seletiva/amp/",0
"quais os beneficios de usar energia solar","https://www.google.com/amp/s/www.portalsolar.com.br/vantagens-e-desvantagens-da-energia-solar.html",0
